Fr,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31, ch0 , ch1 , ch2 , ch3 , ch4 , ch5 , ch6 , ch7 , ch8 , ch9 , ch10 , ch11 , ch12 , ch13 , ch14 , ch15 , ch16 , ch17 , ch18 , ch19 , ch20 , ch21 , ch22 , ch23 , ch24 , ch25 , ch26 , ch27 , ch28 , ch29 , ch30 , ch31 
723,2.03981E-05,3.60636E-05,9.80692E-06,1.86225E-05,1.30451E-05,9.60783E-06,9.4194E-06,1.54342E-05,7.78032E-05,1.10726E-05,2.17366E-05,7.23214E-06,1.08634E-05,8.27842E-06,8.69683E-06,8.42222E-06,4.05994E-05,1.00687E-05,1.03189E-05,1.33746E-05,1.02334E-05,7.18801E-06,1.26096E-05,9.44713E-06,1.90806E-05,3.651E-05,2.83599E-05,2.16042E-05,8.74249E-05,0.000123541,6.88177E-05,5.86686E-05,2.03981E-05,3.60636E-05,9.80692E-06,1.86225E-05,1.30451E-05,9.60783E-06,9.4194E-06,1.54342E-05,7.78032E-05,1.10726E-05,2.17366E-05,7.23214E-06,1.08634E-05,8.27842E-06,8.69683E-06,8.42222E-06,4.05994E-05,1.00687E-05,1.03189E-05,1.33746E-05,1.02334E-05,7.18801E-06,1.26096E-05,9.44713E-06,1.90806E-05,3.651E-05,2.83599E-05,2.16042E-05,8.74249E-05,0.000123541,6.88177E-05,5.86686E-05
724,2.75758E-05,6.21399E-05,1.80979E-05,2.21612E-05,1.24651E-05,1.70276E-05,8.77573E-06,1.49183E-05,0.000159983,1.62105E-05,1.97217E-05,7.3388E-06,2.10335E-05,1.50999E-05,2.39981E-05,1.20761E-05,3.29876E-05,1.35291E-05,2.03971E-05,1.57804E-05,1.02754E-05,1.48407E-05,1.01404E-05,1.25673E-05,4.75317E-05,8.3358E-05,6.29453E-05,5.23772E-05,0.000107395,0.000157263,9.39246E-05,9.57051E-05,2.75758E-05,6.21399E-05,1.80979E-05,2.21612E-05,1.24651E-05,1.70276E-05,8.77573E-06,1.49183E-05,0.000159983,1.62105E-05,1.97217E-05,7.3388E-06,2.10335E-05,1.50999E-05,2.39981E-05,1.20761E-05,3.29876E-05,1.35291E-05,2.03971E-05,1.57804E-05,1.02754E-05,1.48407E-05,1.01404E-05,1.25673E-05,4.75317E-05,8.3358E-05,6.29453E-05,5.23772E-05,0.000107395,0.000157263,9.39246E-05,9.57051E-05
725,3.46079E-05,0.000155848,4.35657E-05,2.81789E-05,2.67637E-05,3.46892E-05,3.11407E-05,3.19837E-05,0.00015024,2.51799E-05,3.59914E-05,2.77645E-05,3.35863E-05,2.94202E-05,4.31634E-05,2.33898E-05,1.49463E-05,2.36863E-05,2.90511E-05,2.07897E-05,2.10963E-05,2.95193E-05,2.84741E-05,2.28393E-05,0.000108843,0.000152659,0.000115975,8.698E-05,0.000169903,0.000197295,9.83623E-05,0.000177542,3.46079E-05,0.000155848,4.35657E-05,2.81789E-05,2.67637E-05,3.46892E-05,3.11407E-05,3.19837E-05,0.00015024,2.51799E-05,3.59914E-05,2.77645E-05,3.35863E-05,2.94202E-05,4.31634E-05,2.33898E-05,1.49463E-05,2.36863E-05,2.90511E-05,2.07897E-05,2.10963E-05,2.95193E-05,2.84741E-05,2.28393E-05,0.000108843,0.000152659,0.000115975,8.698E-05,0.000169903,0.000197295,9.83623E-05,0.000177542
726,0.000120596,0.000127456,9.3137E-05,5.09378E-05,6.06787E-05,8.02264E-05,7.18167E-05,8.25163E-05,0.00017399,4.2847E-05,7.13963E-05,5.16771E-05,5.88618E-05,4.41368E-05,5.93725E-05,6.10958E-05,2.93602E-05,3.73767E-05,4.34008E-05,5.46323E-05,1.99924E-05,4.17735E-05,4.5745E-05,3.34505E-05,0.000182,0.000228667,0.00020331,0.00016058,0.000319648,0.000433075,0.000212363,0.0003512,0.000120596,0.000127456,9.3137E-05,5.09378E-05,6.06787E-05,8.02264E-05,7.18167E-05,8.25163E-05,0.00017399,4.2847E-05,7.13963E-05,5.16771E-05,5.88618E-05,4.41368E-05,5.93725E-05,6.10958E-05,2.93602E-05,3.73767E-05,4.34008E-05,5.46323E-05,1.99924E-05,4.17735E-05,4.5745E-05,3.34505E-05,0.000182,0.000228667,0.00020331,0.00016058,0.000319648,0.000433075,0.000212363,0.0003512
727,0.000146827,0.000206645,9.63393E-05,7.7862E-05,6.16812E-05,7.54919E-05,9.7608E-05,0.000100956,0.00034252,4.05084E-05,5.17213E-05,4.86742E-05,6.80133E-05,5.54099E-05,5.49162E-05,7.35395E-05,3.38876E-05,3.77671E-05,4.32909E-05,5.1548E-05,2.42648E-05,3.24976E-05,3.38318E-05,2.36927E-05,0.000206458,0.000287212,0.000261524,0.000207229,0.000233198,0.000347617,0.000256489,0.000294977,0.000146827,0.000206645,9.63393E-05,7.7862E-05,6.16812E-05,7.54919E-05,9.7608E-05,0.000100956,0.00034252,4.05084E-05,5.17213E-05,4.86742E-05,6.80133E-05,5.54099E-05,5.49162E-05,7.35395E-05,3.38876E-05,3.77671E-05,4.32909E-05,5.1548E-05,2.42648E-05,3.24976E-05,3.38318E-05,2.36927E-05,0.000206458,0.000287212,0.000261524,0.000207229,0.000233198,0.000347617,0.000256489,0.000294977
728,5.96057E-05,0.000210395,3.72826E-05,5.43255E-05,2.09901E-05,3.02022E-05,5.98943E-05,5.19893E-05,0.000347083,3.18985E-05,2.40031E-05,2.56758E-05,3.42132E-05,3.61116E-05,2.76972E-05,3.81612E-05,3.84998E-05,1.79455E-05,1.96807E-05,2.35838E-05,1.76372E-05,2.05689E-05,2.0369E-05,3.89327E-05,0.000119552,0.000197815,0.000153572,0.000127946,0.000131875,0.000259732,0.000170052,0.000167116,5.96057E-05,0.000210395,3.72826E-05,5.43255E-05,2.09901E-05,3.02022E-05,5.98943E-05,5.19893E-05,0.000347083,3.18985E-05,2.40031E-05,2.56758E-05,3.42132E-05,3.61116E-05,2.76972E-05,3.81612E-05,3.84998E-05,1.79455E-05,1.96807E-05,2.35838E-05,1.76372E-05,2.05689E-05,2.0369E-05,3.89327E-05,0.000119552,0.000197815,0.000153572,0.000127946,0.000131875,0.000259732,0.000170052,0.000167116
729,2.15735E-05,0.000119632,1.57481E-05,3.15261E-05,1.09211E-05,1.32071E-05,2.18926E-05,1.51974E-05,0.000148656,1.66919E-05,2.92059E-05,1.63009E-05,2.2496E-05,1.53853E-05,1.35028E-05,1.43005E-05,0.000136397,9.44569E-06,9.33912E-06,1.23025E-05,1.21379E-05,1.94646E-05,3.87889E-05,5.53951E-05,4.89555E-05,0.000125127,0.000105739,7.68558E-05,8.37502E-05,0.000177117,9.34136E-05,7.10036E-05,2.15735E-05,0.000119632,1.57481E-05,3.15261E-05,1.09211E-05,1.32071E-05,2.18926E-05,1.51974E-05,0.000148656,1.66919E-05,2.92059E-05,1.63009E-05,2.2496E-05,1.53853E-05,1.35028E-05,1.43005E-05,0.000136397,9.44569E-06,9.33912E-06,1.23025E-05,1.21379E-05,1.94646E-05,3.87889E-05,5.53951E-05,4.89555E-05,0.000125127,0.000105739,7.68558E-05,8.37502E-05,0.000177117,9.34136E-05,7.10036E-05
730,1.8031E-05,5.48982E-05,1.02852E-05,1.6368E-05,1.45701E-05,1.79311E-05,1.21818E-05,1.79613E-05,0.000320952,8.57873E-06,3.13351E-05,1.9901E-05,1.80104E-05,1.33875E-05,9.15041E-06,1.34428E-05,0.00013717,1.22239E-05,1.19535E-05,8.86028E-06,1.32368E-05,1.93961E-05,1.50723E-05,2.22925E-05,1.90718E-05,0.000101741,6.5158E-05,3.94645E-05,0.00010747,0.000171364,0.000104781,9.68827E-05,1.8031E-05,5.48982E-05,1.02852E-05,1.6368E-05,1.45701E-05,1.79311E-05,1.21818E-05,1.79613E-05,0.000320952,8.57873E-06,3.13351E-05,1.9901E-05,1.80104E-05,1.33875E-05,9.15041E-06,1.34428E-05,0.00013717,1.22239E-05,1.19535E-05,8.86028E-06,1.32368E-05,1.93961E-05,1.50723E-05,2.22925E-05,1.90718E-05,0.000101741,6.5158E-05,3.94645E-05,0.00010747,0.000171364,0.000104781,9.68827E-05
731,2.66292E-05,9.80605E-05,2.11988E-05,2.5667E-05,1.49868E-05,2.02799E-05,1.68587E-05,2.67232E-05,0.000197044,1.31883E-05,1.69479E-05,2.24317E-05,1.49643E-05,1.98589E-05,1.24177E-05,1.81023E-05,2.95723E-05,1.39808E-05,1.12993E-05,1.46441E-05,1.21482E-05,1.78835E-05,1.36382E-05,2.23929E-05,3.85911E-05,6.2019E-05,5.9548E-05,3.63789E-05,4.77649E-05,6.84225E-05,5.36834E-05,6.78333E-05,2.66292E-05,9.80605E-05,2.11988E-05,2.5667E-05,1.49868E-05,2.02799E-05,1.68587E-05,2.67232E-05,0.000197044,1.31883E-05,1.69479E-05,2.24317E-05,1.49643E-05,1.98589E-05,1.24177E-05,1.81023E-05,2.95723E-05,1.39808E-05,1.12993E-05,1.46441E-05,1.21482E-05,1.78835E-05,1.36382E-05,2.23929E-05,3.85911E-05,6.2019E-05,5.9548E-05,3.63789E-05,4.77649E-05,6.84225E-05,5.36834E-05,6.78333E-05
732,2.55184E-05,9.15176E-05,1.32706E-05,3.16116E-05,1.99319E-05,2.32479E-05,2.5981E-05,1.65647E-05,5.40323E-05,7.60178E-06,1.76073E-05,1.41309E-05,7.2906E-06,1.10935E-05,7.47516E-06,1.50351E-05,1.85279E-05,7.94349E-06,9.56819E-06,1.73521E-05,7.07957E-06,1.12262E-05,1.34156E-05,1.17313E-05,4.59803E-05,4.2444E-05,3.5875E-05,3.76549E-05,4.35315E-05,5.72268E-05,3.54187E-05,3.69874E-05,2.55184E-05,9.15176E-05,1.32706E-05,3.16116E-05,1.99319E-05,2.32479E-05,2.5981E-05,1.65647E-05,5.40323E-05,7.60178E-06,1.76073E-05,1.41309E-05,7.2906E-06,1.10935E-05,7.47516E-06,1.50351E-05,1.85279E-05,7.94349E-06,9.56819E-06,1.73521E-05,7.07957E-06,1.12262E-05,1.34156E-05,1.17313E-05,4.59803E-05,4.2444E-05,3.5875E-05,3.76549E-05,4.35315E-05,5.72268E-05,3.54187E-05,3.69874E-05
733,1.93918E-05,7.23915E-05,1.24422E-05,2.52869E-05,1.61265E-05,1.93366E-05,1.96915E-05,1.55679E-05,3.16919E-05,6.68772E-06,1.19634E-05,1.07528E-05,9.4579E-06,8.84458E-06,9.76405E-06,1.28192E-05,5.34364E-06,5.13711E-06,8.66578E-06,1.08227E-05,9.04767E-06,8.41196E-06,1.04117E-05,1.00614E-05,3.84392E-05,3.91458E-05,3.61624E-05,3.29136E-05,5.77379E-05,8.00908E-05,4.91682E-05,4.72665E-05,1.93918E-05,7.23915E-05,1.24422E-05,2.52869E-05,1.61265E-05,1.93366E-05,1.96915E-05,1.55679E-05,3.16919E-05,6.68772E-06,1.19634E-05,1.07528E-05,9.4579E-06,8.84458E-06,9.76405E-06,1.28192E-05,5.34364E-06,5.13711E-06,8.66578E-06,1.08227E-05,9.04767E-06,8.41196E-06,1.04117E-05,1.00614E-05,3.84392E-05,3.91458E-05,3.61624E-05,3.29136E-05,5.77379E-05,8.00908E-05,4.91682E-05,4.72665E-05
734,3.67739E-06,1.33551E-05,3.8192E-06,4.74458E-06,2.47151E-06,3.18808E-06,2.90485E-06,2.62228E-06,1.13064E-05,2.23513E-06,5.8629E-06,2.11294E-06,2.88507E-06,3.44848E-06,2.14054E-06,2.26336E-06,3.09026E-06,2.59172E-06,2.31968E-06,2.69134E-06,3.13504E-06,2.42699E-06,5.28934E-06,3.76057E-06,4.83372E-06,8.5286E-06,6.69966E-06,7.04404E-06,1.35828E-05,2.02468E-05,1.36754E-05,9.52139E-06,3.67739E-06,1.33551E-05,3.8192E-06,4.74458E-06,2.47151E-06,3.18808E-06,2.90485E-06,2.62228E-06,1.13064E-05,2.23513E-06,5.8629E-06,2.11294E-06,2.88507E-06,3.44848E-06,2.14054E-06,2.26336E-06,3.09026E-06,2.59172E-06,2.31968E-06,2.69134E-06,3.13504E-06,2.42699E-06,5.28934E-06,3.76057E-06,4.83372E-06,8.5286E-06,6.69966E-06,7.04404E-06,1.35828E-05,2.02468E-05,1.36754E-05,9.52139E-06
735,6.63862E-07,2.1017E-06,7.69663E-07,7.98497E-07,1.78949E-06,1.47273E-06,1.40797E-06,1.20793E-06,6.52152E-06,7.29594E-07,7.49304E-07,3.46405E-07,6.7242E-07,4.0105E-07,6.42592E-07,4.75684E-07,9.61472E-07,5.18482E-07,3.61365E-07,7.28267E-07,6.50449E-07,3.84074E-07,3.48495E-07,3.87242E-07,9.57016E-07,1.59599E-06,1.58949E-06,1.20877E-06,3.28774E-06,2.43431E-06,1.614E-06,2.1247E-06,6.63862E-07,2.1017E-06,7.69663E-07,7.98497E-07,1.78949E-06,1.47273E-06,1.40797E-06,1.20793E-06,6.52152E-06,7.29594E-07,7.49304E-07,3.46405E-07,6.7242E-07,4.0105E-07,6.42592E-07,4.75684E-07,9.61472E-07,5.18482E-07,3.61365E-07,7.28267E-07,6.50449E-07,3.84074E-07,3.48495E-07,3.87242E-07,9.57016E-07,1.59599E-06,1.58949E-06,1.20877E-06,3.28774E-06,2.43431E-06,1.614E-06,2.1247E-06
736,4.74581E-06,2.59004E-06,2.47552E-06,2.77072E-06,3.86043E-06,3.78607E-06,4.48672E-06,4.64248E-06,2.14355E-05,1.44925E-06,4.8219E-06,8.68058E-07,1.99431E-06,1.20054E-06,1.34968E-06,1.60328E-06,6.9273E-06,1.50875E-06,1.58138E-06,1.63879E-06,8.96864E-07,4.48464E-07,1.04006E-06,7.83964E-07,5.25135E-06,1.19924E-05,7.1846E-06,7.08676E-06,1.70873E-05,1.94106E-05,1.46548E-05,1.53544E-05,4.74581E-06,2.59004E-06,2.47552E-06,2.77072E-06,3.86043E-06,3.78607E-06,4.48672E-06,4.64248E-06,2.14355E-05,1.44925E-06,4.8219E-06,8.68058E-07,1.99431E-06,1.20054E-06,1.34968E-06,1.60328E-06,6.9273E-06,1.50875E-06,1.58138E-06,1.63879E-06,8.96864E-07,4.48464E-07,1.04006E-06,7.83964E-07,5.25135E-06,1.19924E-05,7.1846E-06,7.08676E-06,1.70873E-05,1.94106E-05,1.46548E-05,1.53544E-05
737,1.33201E-05,2.09039E-05,8.92889E-06,1.04066E-05,1.42208E-05,9.84118E-06,1.6502E-05,1.39916E-05,3.71287E-05,3.89167E-06,1.11403E-05,4.68273E-06,6.12295E-06,4.02127E-06,4.2717E-06,6.49305E-06,4.78939E-06,4.22348E-06,3.18347E-06,5.09129E-06,1.70266E-06,2.02338E-06,3.49691E-06,4.13677E-06,1.8201E-05,3.42499E-05,2.84119E-05,1.84154E-05,4.93264E-05,4.74657E-05,3.77834E-05,4.61203E-05,1.33201E-05,2.09039E-05,8.92889E-06,1.04066E-05,1.42208E-05,9.84118E-06,1.6502E-05,1.39916E-05,3.71287E-05,3.89167E-06,1.11403E-05,4.68273E-06,6.12295E-06,4.02127E-06,4.2717E-06,6.49305E-06,4.78939E-06,4.22348E-06,3.18347E-06,5.09129E-06,1.70266E-06,2.02338E-06,3.49691E-06,4.13677E-06,1.8201E-05,3.42499E-05,2.84119E-05,1.84154E-05,4.93264E-05,4.74657E-05,3.77834E-05,4.61203E-05
738,1.71399E-05,5.25181E-05,7.75833E-06,2.89607E-05,8.63159E-06,6.85694E-06,7.74281E-06,7.48926E-06,4.76222E-05,6.37929E-06,1.20006E-05,1.06365E-05,5.91392E-06,5.96113E-06,1.05511E-05,1.34445E-05,1.24401E-05,3.36476E-06,4.47545E-06,7.88144E-06,7.76601E-06,9.46118E-06,1.09038E-05,1.00468E-05,2.14369E-05,2.2004E-05,2.42293E-05,2.23031E-05,3.05581E-05,2.6443E-05,9.07864E-06,1.90531E-05,1.71399E-05,5.25181E-05,7.75833E-06,2.89607E-05,8.63159E-06,6.85694E-06,7.74281E-06,7.48926E-06,4.76222E-05,6.37929E-06,1.20006E-05,1.06365E-05,5.91392E-06,5.96113E-06,1.05511E-05,1.34445E-05,1.24401E-05,3.36476E-06,4.47545E-06,7.88144E-06,7.76601E-06,9.46118E-06,1.09038E-05,1.00468E-05,2.14369E-05,2.2004E-05,2.42293E-05,2.23031E-05,3.05581E-05,2.6443E-05,9.07864E-06,1.90531E-05
739,1.83682E-05,0.000105951,1.02664E-05,3.66241E-05,1.51217E-05,5.88395E-06,9.46223E-06,1.19672E-05,0.000101257,1.0537E-05,2.99799E-05,1.02652E-05,8.65662E-06,9.57703E-06,1.05874E-05,1.37497E-05,4.04507E-05,4.63164E-06,8.8608E-06,1.00238E-05,1.31712E-05,1.22789E-05,7.35225E-06,9.02203E-06,1.38217E-05,1.36102E-05,1.28921E-05,1.18886E-05,3.69709E-05,3.84508E-05,2.39792E-05,2.67899E-05,1.83682E-05,0.000105951,1.02664E-05,3.66241E-05,1.51217E-05,5.88395E-06,9.46223E-06,1.19672E-05,0.000101257,1.0537E-05,2.99799E-05,1.02652E-05,8.65662E-06,9.57703E-06,1.05874E-05,1.37497E-05,4.04507E-05,4.63164E-06,8.8608E-06,1.00238E-05,1.31712E-05,1.22789E-05,7.35225E-06,9.02203E-06,1.38217E-05,1.36102E-05,1.28921E-05,1.18886E-05,3.69709E-05,3.84508E-05,2.39792E-05,2.67899E-05
740,1.90531E-05,0.00014717,8.57764E-06,4.31427E-05,1.03879E-05,5.57074E-06,1.13651E-05,2.33847E-05,0.000167638,1.16309E-05,3.36352E-05,4.90248E-06,8.71627E-06,1.0063E-05,1.13249E-05,4.9444E-06,5.97495E-05,3.21968E-06,1.33442E-05,6.68428E-06,6.43912E-06,7.52219E-06,7.24301E-06,7.65177E-06,1.69184E-05,5.5808E-05,6.55577E-05,2.45464E-05,0.000105972,0.000130974,7.04972E-05,9.64612E-05,1.90531E-05,0.00014717,8.57764E-06,4.31427E-05,1.03879E-05,5.57074E-06,1.13651E-05,2.33847E-05,0.000167638,1.16309E-05,3.36352E-05,4.90248E-06,8.71627E-06,1.0063E-05,1.13249E-05,4.9444E-06,5.97495E-05,3.21968E-06,1.33442E-05,6.68428E-06,6.43912E-06,7.52219E-06,7.24301E-06,7.65177E-06,1.69184E-05,5.5808E-05,6.55577E-05,2.45464E-05,0.000105972,0.000130974,7.04972E-05,9.64612E-05
741,3.76062E-05,0.00029623,3.38402E-05,8.40073E-05,1.99806E-05,1.80222E-05,4.55664E-05,5.97327E-05,0.000139474,1.09089E-05,4.58618E-05,1.30962E-05,1.47624E-05,3.03234E-05,1.79435E-05,1.8079E-05,8.48857E-05,1.2446E-05,1.04926E-05,2.66916E-05,1.14994E-05,1.65223E-05,7.52613E-06,6.22407E-06,5.69605E-05,0.000129598,0.00011,7.54506E-05,0.00023005,0.000275578,0.000131904,0.000184838,3.76062E-05,0.00029623,3.38402E-05,8.40073E-05,1.99806E-05,1.80222E-05,4.55664E-05,5.97327E-05,0.000139474,1.09089E-05,4.58618E-05,1.30962E-05,1.47624E-05,3.03234E-05,1.79435E-05,1.8079E-05,8.48857E-05,1.2446E-05,1.04926E-05,2.66916E-05,1.14994E-05,1.65223E-05,7.52613E-06,6.22407E-06,5.69605E-05,0.000129598,0.00011,7.54506E-05,0.00023005,0.000275578,0.000131904,0.000184838
742,2.46089E-05,0.000274828,3.41856E-05,6.18775E-05,3.45419E-05,2.22987E-05,5.0984E-05,6.64879E-05,0.000231198,1.8137E-05,5.59229E-05,2.2772E-05,2.71261E-05,1.42591E-05,1.52853E-05,2.28304E-05,0.000184931,1.70007E-05,9.72546E-06,3.74505E-05,1.95197E-05,1.64539E-05,1.0148E-05,8.17559E-06,7.81411E-05,0.000121573,0.000109001,0.000100726,0.000172758,0.000231878,0.000131517,0.000114539,2.46089E-05,0.000274828,3.41856E-05,6.18775E-05,3.45419E-05,2.22987E-05,5.0984E-05,6.64879E-05,0.000231198,1.8137E-05,5.59229E-05,2.2772E-05,2.71261E-05,1.42591E-05,1.52853E-05,2.28304E-05,0.000184931,1.70007E-05,9.72546E-06,3.74505E-05,1.95197E-05,1.64539E-05,1.0148E-05,8.17559E-06,7.81411E-05,0.000121573,0.000109001,0.000100726,0.000172758,0.000231878,0.000131517,0.000114539
743,4.03616E-05,0.000213893,3.96702E-05,8.03658E-05,6.18286E-05,3.60682E-05,5.24072E-05,5.64697E-05,0.000235619,2.95413E-05,5.25883E-05,4.6747E-05,4.21238E-05,3.05981E-05,1.99545E-05,2.83694E-05,0.000105367,1.78967E-05,1.8615E-05,3.57831E-05,1.83948E-05,2.27224E-05,1.87658E-05,2.73956E-05,6.83174E-05,0.000103896,0.000118078,6.19327E-05,0.000122817,0.00023081,0.000106648,0.000120133,4.03616E-05,0.000213893,3.96702E-05,8.03658E-05,6.18286E-05,3.60682E-05,5.24072E-05,5.64697E-05,0.000235619,2.95413E-05,5.25883E-05,4.6747E-05,4.21238E-05,3.05981E-05,1.99545E-05,2.83694E-05,0.000105367,1.78967E-05,1.8615E-05,3.57831E-05,1.83948E-05,2.27224E-05,1.87658E-05,2.73956E-05,6.83174E-05,0.000103896,0.000118078,6.19327E-05,0.000122817,0.00023081,0.000106648,0.000120133
744,8.07411E-05,0.000133277,5.01315E-05,0.000126152,7.0482E-05,5.33041E-05,6.85372E-05,5.38862E-05,5.64189E-05,2.86431E-05,6.884E-05,6.84787E-05,4.691E-05,5.08943E-05,2.76591E-05,5.42646E-05,3.86918E-05,2.81489E-05,3.98703E-05,3.16613E-05,3.24384E-05,3.98153E-05,3.06323E-05,4.39213E-05,8.2617E-05,0.000105101,0.000127709,7.72738E-05,0.000213692,0.000384802,0.000170233,0.00023865,8.07411E-05,0.000133277,5.01315E-05,0.000126152,7.0482E-05,5.33041E-05,6.85372E-05,5.38862E-05,5.64189E-05,2.86431E-05,6.884E-05,6.84787E-05,4.691E-05,5.08943E-05,2.76591E-05,5.42646E-05,3.86918E-05,2.81489E-05,3.98703E-05,3.16613E-05,3.24384E-05,3.98153E-05,3.06323E-05,4.39213E-05,8.2617E-05,0.000105101,0.000127709,7.72738E-05,0.000213692,0.000384802,0.000170233,0.00023865
745,2.82992E-05,8.55219E-05,1.68632E-05,7.48984E-05,2.59923E-05,2.59428E-05,3.09361E-05,2.46805E-05,0.000114674,1.98113E-05,5.47797E-05,2.85624E-05,2.46259E-05,2.78834E-05,1.10289E-05,2.55383E-05,6.63715E-05,2.01053E-05,1.10651E-05,1.34876E-05,2.40447E-05,2.55986E-05,1.16318E-05,2.88431E-05,5.08466E-05,8.37736E-05,0.000107312,8.95329E-05,0.000219929,0.000307581,0.000152507,0.000175088,2.82992E-05,8.55219E-05,1.68632E-05,7.48984E-05,2.59923E-05,2.59428E-05,3.09361E-05,2.46805E-05,0.000114674,1.98113E-05,5.47797E-05,2.85624E-05,2.46259E-05,2.78834E-05,1.10289E-05,2.55383E-05,6.63715E-05,2.01053E-05,1.10651E-05,1.34876E-05,2.40447E-05,2.55986E-05,1.16318E-05,2.88431E-05,5.08466E-05,8.37736E-05,0.000107312,8.95329E-05,0.000219929,0.000307581,0.000152507,0.000175088
746,3.17345E-05,7.2701E-05,1.2446E-05,3.87618E-05,1.0614E-05,1.21384E-05,1.34993E-05,1.35082E-05,0.000116268,1.7598E-05,3.21192E-05,1.04396E-05,1.26745E-05,1.10933E-05,1.15452E-05,1.59231E-05,4.99753E-05,1.28467E-05,3.83951E-06,9.97237E-06,2.14596E-05,1.31001E-05,5.09041E-06,1.54953E-05,5.85274E-05,6.79914E-05,6.57826E-05,6.635E-05,0.000130773,0.000145464,8.2076E-05,8.14258E-05,3.17345E-05,7.2701E-05,1.2446E-05,3.87618E-05,1.0614E-05,1.21384E-05,1.34993E-05,1.35082E-05,0.000116268,1.7598E-05,3.21192E-05,1.04396E-05,1.26745E-05,1.10933E-05,1.15452E-05,1.59231E-05,4.99753E-05,1.28467E-05,3.83951E-06,9.97237E-06,2.14596E-05,1.31001E-05,5.09041E-06,1.54953E-05,5.85274E-05,6.79914E-05,6.57826E-05,6.635E-05,0.000130773,0.000145464,8.2076E-05,8.14258E-05
747,3.56996E-05,6.47187E-05,2.11527E-05,3.30273E-05,1.57315E-05,1.40424E-05,1.28043E-05,1.63196E-05,5.67129E-05,1.47254E-05,1.13016E-05,1.57902E-05,1.23594E-05,9.86126E-06,1.48843E-05,1.63294E-05,4.16545E-05,9.14775E-06,7.14254E-06,9.69082E-06,1.39827E-05,1.02604E-05,4.98688E-06,1.0582E-05,5.42618E-05,3.8418E-05,3.32807E-05,5.06313E-05,2.04793E-05,2.22467E-05,2.5193E-05,1.52053E-05,3.56996E-05,6.47187E-05,2.11527E-05,3.30273E-05,1.57315E-05,1.40424E-05,1.28043E-05,1.63196E-05,5.67129E-05,1.47254E-05,1.13016E-05,1.57902E-05,1.23594E-05,9.86126E-06,1.48843E-05,1.63294E-05,4.16545E-05,9.14775E-06,7.14254E-06,9.69082E-06,1.39827E-05,1.02604E-05,4.98688E-06,1.0582E-05,5.42618E-05,3.8418E-05,3.32807E-05,5.06313E-05,2.04793E-05,2.22467E-05,2.5193E-05,1.52053E-05
748,2.05552E-05,4.90659E-05,1.73029E-05,2.1656E-05,1.5846E-05,1.44328E-05,1.74832E-05,1.42715E-05,5.1144E-05,1.11791E-05,8.89474E-06,1.0188E-05,1.29142E-05,9.40159E-06,1.40294E-05,1.29817E-05,2.99111E-05,1.06402E-05,8.67397E-06,9.24223E-06,8.1724E-06,1.09925E-05,4.39148E-06,7.65952E-06,1.88029E-05,3.8012E-05,2.23243E-05,2.64456E-05,3.64694E-05,4.81289E-05,4.34193E-05,2.86769E-05,2.05552E-05,4.90659E-05,1.73029E-05,2.1656E-05,1.5846E-05,1.44328E-05,1.74832E-05,1.42715E-05,5.1144E-05,1.11791E-05,8.89474E-06,1.0188E-05,1.29142E-05,9.40159E-06,1.40294E-05,1.29817E-05,2.99111E-05,1.06402E-05,8.67397E-06,9.24223E-06,8.1724E-06,1.09925E-05,4.39148E-06,7.65952E-06,1.88029E-05,3.8012E-05,2.23243E-05,2.64456E-05,3.64694E-05,4.81289E-05,4.34193E-05,2.86769E-05
749,3.70569E-06,1.51562E-05,2.51522E-06,6.53204E-06,2.89705E-06,2.51155E-06,3.17246E-06,2.57484E-06,9.10551E-06,1.95769E-06,3.10123E-06,1.76249E-06,2.17632E-06,1.3761E-06,2.21449E-06,2.17648E-06,4.84534E-06,1.97264E-06,1.80105E-06,1.8409E-06,1.44442E-06,1.92064E-06,9.89603E-07,1.7461E-06,2.7361E-06,6.25738E-06,3.03911E-06,4.72235E-06,3.95596E-06,1.00262E-05,7.28165E-06,4.30758E-06,3.70569E-06,1.51562E-05,2.51522E-06,6.53204E-06,2.89705E-06,2.51155E-06,3.17246E-06,2.57484E-06,9.10551E-06,1.95769E-06,3.10123E-06,1.76249E-06,2.17632E-06,1.3761E-06,2.21449E-06,2.17648E-06,4.84534E-06,1.97264E-06,1.80105E-06,1.8409E-06,1.44442E-06,1.92064E-06,9.89603E-07,1.7461E-06,2.7361E-06,6.25738E-06,3.03911E-06,4.72235E-06,3.95596E-06,1.00262E-05,7.28165E-06,4.30758E-06
