Fr,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31, ch0 , ch1 , ch2 , ch3 , ch4 , ch5 , ch6 , ch7 , ch8 , ch9 , ch10 , ch11 , ch12 , ch13 , ch14 , ch15 , ch16 , ch17 , ch18 , ch19 , ch20 , ch21 , ch22 , ch23 , ch24 , ch25 , ch26 , ch27 , ch28 , ch29 , ch30 , ch31 
34,14.12193162,18.93350211,14.92343452,14.51384691,12.91942782,13.12179695,13.43845446,13.4549548,11.02947445,10.2467813,12.46936922,11.31088312,10.84924741,11.97079158,10.32869614,11.55571867,0.337389768,10.86229744,10.75333878,11.89141101,10.71590694,11.76842805,15.36135096,12.97205311,18.34605103,16.51051616,18.51645567,16.71016601,16.94264824,13.56998068,11.5774978,17.31897455,14.12193162,18.93350211,14.92343452,14.51384691,12.91942782,13.12179695,13.43845446,13.4549548,11.02947445,10.2467813,12.46936922,11.31088312,10.84924741,11.97079158,10.32869614,11.55571867,0.337389768,10.86229744,10.75333878,11.89141101,10.71590694,11.76842805,15.36135096,12.97205311,18.34605103,16.51051616,18.51645567,16.71016601,16.94264824,13.56998068,11.5774978,17.31897455
35,10.71508726,13.97005636,11.71043712,11.38819297,9.881876218,10.17076155,10.18885492,10.34747738,9.090278235,8.021074772,9.961405128,9.131115043,8.32409029,9.241966571,7.934630927,8.793137102,0.869703,8.257896065,8.469498081,9.122036998,8.58060306,9.44811044,12.19011572,10.29816323,13.98864694,11.89966105,13.63506369,12.48707779,12.16185611,9.42425344,8.595409341,12.27958138,10.71508726,13.97005636,11.71043712,11.38819297,9.881876218,10.17076155,10.18885492,10.34747738,9.090278235,8.021074772,9.961405128,9.131115043,8.32409029,9.241966571,7.934630927,8.793137102,0.869703,8.257896065,8.469498081,9.122036998,8.58060306,9.44811044,12.19011572,10.29816323,13.98864694,11.89966105,13.63506369,12.48707779,12.16185611,9.42425344,8.595409341,12.27958138
36,7.049652969,6.464299121,8.858354236,6.365905085,8.677674293,7.905633003,8.765624814,9.124139661,5.277773131,5.239649202,4.03252309,5.501886978,5.44269107,5.34805242,5.012055904,5.268877015,0.71685554,4.72340405,5.417620816,5.608883587,4.629794815,5.404060066,7.771570218,5.695071804,12.66167328,13.26822868,15.22433629,12.23650687,17.24811513,14.42499991,10.29257929,15.39740808,7.049652969,6.464299121,8.858354236,6.365905085,8.677674293,7.905633003,8.765624814,9.124139661,5.277773131,5.239649202,4.03252309,5.501886978,5.44269107,5.34805242,5.012055904,5.268877015,0.71685554,4.72340405,5.417620816,5.608883587,4.629794815,5.404060066,7.771570218,5.695071804,12.66167328,13.26822868,15.22433629,12.23650687,17.24811513,14.42499991,10.29257929,15.39740808
37,1.949589964,1.910376379,2.449806413,1.557639933,2.55640508,2.24505228,2.509107451,2.574189141,1.636247159,1.552597127,1.11609679,1.436283096,1.647659019,1.446791015,1.560594534,1.536462446,0.39635687,1.415079039,1.516545021,1.610804804,1.197912535,1.42683691,1.784449982,1.293067752,3.80984027,3.791155013,4.678440634,3.747205183,5.293917608,4.467102685,2.959127737,4.499750852,1.949589964,1.910376379,2.449806413,1.557639933,2.55640508,2.24505228,2.509107451,2.574189141,1.636247159,1.552597127,1.11609679,1.436283096,1.647659019,1.446791015,1.560594534,1.536462446,0.39635687,1.415079039,1.516545021,1.610804804,1.197912535,1.42683691,1.784449982,1.293067752,3.80984027,3.791155013,4.678440634,3.747205183,5.293917608,4.467102685,2.959127737,4.499750852
38,3.205826412,3.79735276,3.747527058,3.408584741,3.600181458,3.370245399,3.801588867,3.267001079,3.430478685,3.162653055,2.627236146,3.156147611,3.134161034,3.367199687,2.917402754,3.042108143,0.311409277,3.330989934,3.050306951,3.55994399,3.295857076,3.239493971,4.350140776,3.871631763,3.957289836,3.443980664,3.744480139,3.485974039,3.735623851,2.964261867,2.635925618,3.672867431,3.205826412,3.79735276,3.747527058,3.408584741,3.600181458,3.370245399,3.801588867,3.267001079,3.430478685,3.162653055,2.627236146,3.156147611,3.134161034,3.367199687,2.917402754,3.042108143,0.311409277,3.330989934,3.050306951,3.55994399,3.295857076,3.239493971,4.350140776,3.871631763,3.957289836,3.443980664,3.744480139,3.485974039,3.735623851,2.964261867,2.635925618,3.672867431
39,7.47060975,8.388157583,7.983295535,7.494118885,8.146527252,7.636971013,8.763652161,8.836226772,5.165581491,5.425321716,4.740524768,5.069568619,5.68343245,5.948169029,5.163243063,5.228256251,0.282220538,5.018717155,4.989291241,5.948422398,4.599833261,4.928571836,5.98615205,5.458605521,11.75998449,11.85089964,13.01099153,11.39838431,14.71505045,12.01731695,9.5770245,13.84755291,7.47060975,8.388157583,7.983295535,7.494118885,8.146527252,7.636971013,8.763652161,8.836226772,5.165581491,5.425321716,4.740524768,5.069568619,5.68343245,5.948169029,5.163243063,5.228256251,0.282220538,5.018717155,4.989291241,5.948422398,4.599833261,4.928571836,5.98615205,5.458605521,11.75998449,11.85089964,13.01099153,11.39838431,14.71505045,12.01731695,9.5770245,13.84755291
40,6.130607936,8.915306248,6.639650777,6.407615003,6.014592758,5.787432554,6.125721112,5.710183776,4.266566918,4.02124364,4.335649796,4.031115938,4.34591212,5.051959356,4.070164102,4.252202276,0.146119774,3.957195871,4.058676365,4.878207571,3.723091669,4.301290647,5.142796012,4.681521128,11.50774392,9.546376107,11.75675592,10.27919622,10.29644893,7.823989465,6.272555235,9.893721274,6.130607936,8.915306248,6.639650777,6.407615003,6.014592758,5.787432554,6.125721112,5.710183776,4.266566918,4.02124364,4.335649796,4.031115938,4.34591212,5.051959356,4.070164102,4.252202276,0.146119774,3.957195871,4.058676365,4.878207571,3.723091669,4.301290647,5.142796012,4.681521128,11.50774392,9.546376107,11.75675592,10.27919622,10.29644893,7.823989465,6.272555235,9.893721274
41,3.061613856,5.009066147,2.99851674,3.517182652,2.519316889,2.541792732,2.765431464,2.419891272,2.220877745,1.706468682,2.304103091,2.055258784,1.974941562,2.428241314,1.892565101,2.068832272,0.111814336,1.725994613,1.873484937,2.081516596,1.827862313,2.039364182,2.489804563,2.274776679,5.337392295,4.861425533,5.678497172,5.114703401,4.809801184,3.744304146,2.930112156,4.709312115,3.061613856,5.009066147,2.99851674,3.517182652,2.519316889,2.541792732,2.765431464,2.419891272,2.220877745,1.706468682,2.304103091,2.055258784,1.974941562,2.428241314,1.892565101,2.068832272,0.111814336,1.725994613,1.873484937,2.081516596,1.827862313,2.039364182,2.489804563,2.274776679,5.337392295,4.861425533,5.678497172,5.114703401,4.809801184,3.744304146,2.930112156,4.709312115
42,1.129730441,1.36805052,1.197935614,1.080219816,1.238701341,1.026067656,1.214561317,1.186866233,0.79025211,0.718666716,0.716428441,0.721264386,0.76760174,0.876391922,0.766105248,0.738442383,0.085095066,0.65614871,0.697477934,0.781525141,0.638346986,0.717702755,0.941821997,0.713590978,1.791168092,1.694799112,2.080166272,1.820461273,1.983946419,1.540588908,1.271424522,1.933384009,1.129730441,1.36805052,1.197935614,1.080219816,1.238701341,1.026067656,1.214561317,1.186866233,0.79025211,0.718666716,0.716428441,0.721264386,0.76760174,0.876391922,0.766105248,0.738442383,0.085095066,0.65614871,0.697477934,0.781525141,0.638346986,0.717702755,0.941821997,0.713590978,1.791168092,1.694799112,2.080166272,1.820461273,1.983946419,1.540588908,1.271424522,1.933384009
43,0.252221394,0.329867406,0.339834641,0.237389528,0.366106918,0.268035932,0.332724955,0.320654371,0.212706181,0.22709094,0.203633999,0.22338167,0.223727406,0.255134188,0.218137041,0.213178355,0.041387123,0.230570722,0.255043777,0.241806293,0.2029613,0.246693243,0.415351324,0.287777805,0.419631169,0.336297295,0.456603638,0.383661699,0.422723056,0.316943917,0.268363295,0.423535554,0.252221394,0.329867406,0.339834641,0.237389528,0.366106918,0.268035932,0.332724955,0.320654371,0.212706181,0.22709094,0.203633999,0.22338167,0.223727406,0.255134188,0.218137041,0.213178355,0.041387123,0.230570722,0.255043777,0.241806293,0.2029613,0.246693243,0.415351324,0.287777805,0.419631169,0.336297295,0.456603638,0.383661699,0.422723056,0.316943917,0.268363295,0.423535554
44,0.081012579,0.154027287,0.11409829,0.079390029,0.09485251,0.077979622,0.08825141,0.083998111,0.086487911,0.075204842,0.081872103,0.062367231,0.065754841,0.08469996,0.062143754,0.060989963,0.002634675,0.073038456,0.077302211,0.07656661,0.066088497,0.089806513,0.152126572,0.12333025,0.193035477,0.129717295,0.194021135,0.162020266,0.145954576,0.11170038,0.078756929,0.147036313,0.081012579,0.154027287,0.11409829,0.079390029,0.09485251,0.077979622,0.08825141,0.083998111,0.086487911,0.075204842,0.081872103,0.062367231,0.065754841,0.08469996,0.062143754,0.060989963,0.002634675,0.073038456,0.077302211,0.07656661,0.066088497,0.089806513,0.152126572,0.12333025,0.193035477,0.129717295,0.194021135,0.162020266,0.145954576,0.11170038,0.078756929,0.147036313
45,0.00817676,0.014700618,0.009109378,0.008711977,0.008283521,0.006735605,0.008237226,0.007818116,0.005677591,0.005849897,0.005966396,0.005173446,0.005860083,0.00646701,0.005020932,0.005526466,0.000740588,0.00689064,0.006761737,0.006279189,0.005177531,0.005882914,0.00798318,0.006734621,0.015796316,0.011445996,0.01577093,0.013193123,0.010596227,0.009630614,0.007756081,0.011487601,0.00817676,0.014700618,0.009109378,0.008711977,0.008283521,0.006735605,0.008237226,0.007818116,0.005677591,0.005849897,0.005966396,0.005173446,0.005860083,0.00646701,0.005020932,0.005526466,0.000740588,0.00689064,0.006761737,0.006279189,0.005177531,0.005882914,0.00798318,0.006734621,0.015796316,0.011445996,0.01577093,0.013193123,0.010596227,0.009630614,0.007756081,0.011487601
46,0.043187356,0.072978239,0.034931646,0.049631381,0.033929133,0.030960473,0.035212694,0.039579233,0.047184773,0.025320462,0.048696629,0.032256835,0.02677861,0.033446437,0.028842516,0.028938438,0.011883637,0.026974895,0.030423482,0.030443683,0.030380221,0.038103464,0.043526034,0.04173352,0.055333553,0.048719287,0.059209272,0.050482676,0.060923074,0.056711162,0.03856271,0.05522043,0.043187356,0.072978239,0.034931646,0.049631381,0.033929133,0.030960473,0.035212694,0.039579233,0.047184773,0.025320462,0.048696629,0.032256835,0.02677861,0.033446437,0.028842516,0.028938438,0.011883637,0.026974895,0.030423482,0.030443683,0.030380221,0.038103464,0.043526034,0.04173352,0.055333553,0.048719287,0.059209272,0.050482676,0.060923074,0.056711162,0.03856271,0.05522043
47,0.245333513,0.26955676,0.23665718,0.232858672,0.280769231,0.249303816,0.302235763,0.31721914,0.239273846,0.178590932,0.184688978,0.178122808,0.19269911,0.180055776,0.173962016,0.174215287,0.068606967,0.179650411,0.211576369,0.17801443,0.174088837,0.209349888,0.247225794,0.192724389,0.331845777,0.370561409,0.418342294,0.331065699,0.544499968,0.506175034,0.335113831,0.503185614,0.245333513,0.26955676,0.23665718,0.232858672,0.280769231,0.249303816,0.302235763,0.31721914,0.239273846,0.178590932,0.184688978,0.178122808,0.19269911,0.180055776,0.173962016,0.174215287,0.068606967,0.179650411,0.211576369,0.17801443,0.174088837,0.209349888,0.247225794,0.192724389,0.331845777,0.370561409,0.418342294,0.331065699,0.544499968,0.506175034,0.335113831,0.503185614
48,0.769315864,0.814762037,0.701346598,0.713637285,0.709255245,0.696191378,0.819135903,0.861279613,0.556518861,0.399042434,0.466771576,0.419844509,0.452885411,0.50872113,0.419671405,0.475695151,0.040546761,0.353695855,0.41246375,0.483999317,0.365267071,0.448057208,0.567100322,0.477919219,1.276937706,1.478212901,1.577341861,1.281987262,1.968460016,1.753365073,1.213450876,1.811615476,0.769315864,0.814762037,0.701346598,0.713637285,0.709255245,0.696191378,0.819135903,0.861279613,0.556518861,0.399042434,0.466771576,0.419844509,0.452885411,0.50872113,0.419671405,0.475695151,0.040546761,0.353695855,0.41246375,0.483999317,0.365267071,0.448057208,0.567100322,0.477919219,1.276937706,1.478212901,1.577341861,1.281987262,1.968460016,1.753365073,1.213450876,1.811615476
49,0.848194598,1.076567252,0.753038912,0.886754488,0.683992596,0.688746442,0.782053165,0.721420432,0.623352755,0.461177447,0.524329325,0.535928818,0.487138554,0.623418798,0.498949766,0.535909608,0.023948529,0.460542953,0.536882723,0.606195682,0.470016124,0.550433521,0.692757524,0.601901455,1.315090462,1.334961576,1.455512819,1.248051218,1.407680478,1.220705162,0.930268161,1.440925238,0.848194598,1.076567252,0.753038912,0.886754488,0.683992596,0.688746442,0.782053165,0.721420432,0.623352755,0.461177447,0.524329325,0.535928818,0.487138554,0.623418798,0.498949766,0.535909608,0.023948529,0.460542953,0.536882723,0.606195682,0.470016124,0.550433521,0.692757524,0.601901455,1.315090462,1.334961576,1.455512819,1.248051218,1.407680478,1.220705162,0.930268161,1.440925238
50,0.795065438,0.775812998,0.647834588,0.734834017,0.719842268,0.650631398,0.806543655,0.853050067,0.405138004,0.356881497,0.43373924,0.452901936,0.433035351,0.43782313,0.380742759,0.421809815,0.041016038,0.40953051,0.395010799,0.441119184,0.372950786,0.453145607,0.600470275,0.504004045,1.19787193,1.631739679,1.520896796,1.264770249,2.234335703,2.022986725,1.342639326,1.859844662,0.795065438,0.775812998,0.647834588,0.734834017,0.719842268,0.650631398,0.806543655,0.853050067,0.405138004,0.356881497,0.43373924,0.452901936,0.433035351,0.43782313,0.380742759,0.421809815,0.041016038,0.40953051,0.395010799,0.441119184,0.372950786,0.453145607,0.600470275,0.504004045,1.19787193,1.631739679,1.520896796,1.264770249,2.234335703,2.022986725,1.342639326,1.859844662
51,1.405869978,1.816709772,1.271592946,1.382401345,1.31620406,1.166815527,1.452768612,1.444957554,0.865714376,0.726286956,0.852542438,0.794072554,0.842240371,0.917165712,0.723565835,0.790903712,0.077992639,0.724490536,0.676471541,0.797193635,0.676221762,0.855611413,1.159218959,0.920672251,2.340248963,2.667353771,2.822733275,2.323185026,3.459366068,2.938829733,2.103156595,2.948716933,1.405869978,1.816709772,1.271592946,1.382401345,1.31620406,1.166815527,1.452768612,1.444957554,0.865714376,0.726286956,0.852542438,0.794072554,0.842240371,0.917165712,0.723565835,0.790903712,0.077992639,0.724490536,0.676471541,0.797193635,0.676221762,0.855611413,1.159218959,0.920672251,2.340248963,2.667353771,2.822733275,2.323185026,3.459366068,2.938829733,2.103156595,2.948716933
52,1.36621265,1.427978625,1.287610762,1.256867799,1.314619694,1.186826236,1.498999935,1.399802699,0.858824012,0.880017439,0.719549114,0.904035215,0.907825957,0.963395452,0.830276609,0.916598899,0.173537977,0.849246102,0.896268862,0.968001539,0.805926765,0.800560586,1.10133459,0.827760668,1.930624498,2.135527083,2.144896023,1.937480422,2.557912699,2.317590854,1.811426609,2.389422574,1.36621265,1.427978625,1.287610762,1.256867799,1.314619694,1.186826236,1.498999935,1.399802699,0.858824012,0.880017439,0.719549114,0.904035215,0.907825957,0.963395452,0.830276609,0.916598899,0.173537977,0.849246102,0.896268862,0.968001539,0.805926765,0.800560586,1.10133459,0.827760668,1.930624498,2.135527083,2.144896023,1.937480422,2.557912699,2.317590854,1.811426609,2.389422574
53,1.547099156,1.595200818,1.488063424,1.409393436,1.526243243,1.394360992,1.676123836,1.739791441,0.994462494,1.044042477,0.908265245,1.101260143,1.006704154,1.061748717,0.988897095,1.101584757,0.191920972,0.95927209,1.024963862,1.080606566,0.911392372,0.907703689,1.227785196,0.940008817,2.105893347,2.302227604,2.295063137,2.106924119,2.746655837,2.525100886,2.006995648,2.6299949,1.547099156,1.595200818,1.488063424,1.409393436,1.526243243,1.394360992,1.676123836,1.739791441,0.994462494,1.044042477,0.908265245,1.101260143,1.006704154,1.061748717,0.988897095,1.101584757,0.191920972,0.95927209,1.024963862,1.080606566,0.911392372,0.907703689,1.227785196,0.940008817,2.105893347,2.302227604,2.295063137,2.106924119,2.746655837,2.525100886,2.006995648,2.6299949
54,0.779016768,1.22822652,0.781318774,0.86117405,0.778243959,0.757250009,0.818930312,0.792821539,0.672872981,0.594192219,0.665168673,0.670950546,0.530432426,0.632620848,0.586851916,0.638823772,0.113265589,0.577514065,0.54412645,0.595680316,0.49472645,0.530303525,0.703578545,0.516772913,1.095968384,1.030300784,1.108373041,1.07047694,1.039216954,0.894288021,0.770991885,0.998470835,0.779016768,1.22822652,0.781318774,0.86117405,0.778243959,0.757250009,0.818930312,0.792821539,0.672872981,0.594192219,0.665168673,0.670950546,0.530432426,0.632620848,0.586851916,0.638823772,0.113265589,0.577514065,0.54412645,0.595680316,0.49472645,0.530303525,0.703578545,0.516772913,1.095968384,1.030300784,1.108373041,1.07047694,1.039216954,0.894288021,0.770991885,0.998470835
55,0.307196613,0.453236534,0.349420237,0.37088079,0.350497155,0.359361316,0.332459803,0.373011209,0.285510754,0.265332719,0.205801195,0.269611343,0.243977071,0.290423413,0.253461496,0.277813831,0.038866565,0.233553401,0.214928861,0.295101494,0.231791193,0.206822971,0.228624981,0.195717483,0.405611966,0.487001542,0.417797754,0.415224605,0.526892555,0.528950309,0.388477547,0.453359019,0.307196613,0.453236534,0.349420237,0.37088079,0.350497155,0.359361316,0.332459803,0.373011209,0.285510754,0.265332719,0.205801195,0.269611343,0.243977071,0.290423413,0.253461496,0.277813831,0.038866565,0.233553401,0.214928861,0.295101494,0.231791193,0.206822971,0.228624981,0.195717483,0.405611966,0.487001542,0.417797754,0.415224605,0.526892555,0.528950309,0.388477547,0.453359019
56,0.255687874,0.300026223,0.301733766,0.252795889,0.271455507,0.280106602,0.272344312,0.302472396,0.178058599,0.160204886,0.129729073,0.191310737,0.185196378,0.199253362,0.155596643,0.190489111,0.029986796,0.146805781,0.134268242,0.197946441,0.144106354,0.157683462,0.217978331,0.172967118,0.353092141,0.402011929,0.425921973,0.338047231,0.496514143,0.48232178,0.327073502,0.407158098,0.255687874,0.300026223,0.301733766,0.252795889,0.271455507,0.280106602,0.272344312,0.302472396,0.178058599,0.160204886,0.129729073,0.191310737,0.185196378,0.199253362,0.155596643,0.190489111,0.029986796,0.146805781,0.134268242,0.197946441,0.144106354,0.157683462,0.217978331,0.172967118,0.353092141,0.402011929,0.425921973,0.338047231,0.496514143,0.48232178,0.327073502,0.407158098
57,0.063375464,0.09690022,0.089108011,0.066051573,0.097113857,0.091874097,0.0919883,0.093467484,0.064336396,0.061283119,0.075118729,0.058448394,0.047576569,0.057219183,0.058679562,0.054952088,0.043249932,0.061275817,0.057563361,0.062814407,0.06077847,0.065784493,0.090955341,0.079611972,0.085835082,0.083150764,0.108755937,0.069455373,0.152059482,0.137396137,0.087387265,0.111758527,0.063375464,0.09690022,0.089108011,0.066051573,0.097113857,0.091874097,0.0919883,0.093467484,0.064336396,0.061283119,0.075118729,0.058448394,0.047576569,0.057219183,0.058679562,0.054952088,0.043249932,0.061275817,0.057563361,0.062814407,0.06077847,0.065784493,0.090955341,0.079611972,0.085835082,0.083150764,0.108755937,0.069455373,0.152059482,0.137396137,0.087387265,0.111758527
58,0.044613038,0.082528444,0.037332388,0.046314599,0.040461031,0.045266226,0.042732696,0.040966398,0.02724979,0.024152169,0.054233963,0.033640974,0.026027391,0.038356817,0.025906758,0.03712827,0.016839745,0.026082364,0.021961673,0.026614214,0.026804718,0.030761464,0.040797005,0.037034005,0.058616944,0.063007236,0.05216335,0.052955324,0.106835464,0.0985919,0.068147351,0.084362448,0.044613038,0.082528444,0.037332388,0.046314599,0.040461031,0.045266226,0.042732696,0.040966398,0.02724979,0.024152169,0.054233963,0.033640974,0.026027391,0.038356817,0.025906758,0.03712827,0.016839745,0.026082364,0.021961673,0.026614214,0.026804718,0.030761464,0.040797005,0.037034005,0.058616944,0.063007236,0.05216335,0.052955324,0.106835464,0.0985919,0.068147351,0.084362448
